rep_id,bench_number,traffic,primary_street,direction,secondary_street,cor,city,zip,latitude,longitude
1,LA-5638,WB,Wilshire Blvd,NS,Comstock Ave,NEC,Westwood,90024,34.0681,-118.4252
1,LA-5472,EB,Wilshire Blvd,NS,Curson Ave,SWC,Mid-Wilshire,90036,34.0623,-118.3554
1,LA-5577,EB,Wilshire Blvd,FS,Fairfax Ave,SEC,Koreatown,90005,34.0629,-118.361
1,LA-5587,WB,Wilshire Blvd,NS,Lucerne Blvd,NEC,Wilshire,90010,34.0619,-118.324
1,LA-6200,EB,Wilshire Blvd,NS,McClellan Dr,SWC,Palms,90025,34.042,-118.4699
1,LA-6730,EB,Wilshire Blvd,NS,S Grand Ave,SWC,Downtown Los Angeles,90017,34.0481,-118.2564
1,LA-5579,EB,Wilshire Blvd,NS,St Andrews Pl,SWC,Koreatown,90010,34.0616,-118.3118
1,LA-6284,EB,Wilshire Blvd,NS,St Paul Ave,SWC,Downtown Los Angeles,90017,34.0518,-118.2623
1,LA-1140,NB,Winnetka Ave,FS,101 Fwy SB Ramp,NEC,Woodland Hills,91367,34.1721,-118.5708
1,LA-1143,NB,Winnetka Ave,FS,Calvert St,NEC,Woodland Hills,91367,34.1829,-118.5708
1,LA-1146,SB,Winnetka Ave,NS,Oxnard St,NWC,Woodland Hills,91367,34.1805,-118.5711
1,LA-1159,SB,Winnetka Ave,FS,Vanowen St,SWC,Winnetka,91306,34.1935,-118.5711
1,LA-2423,SB,Woodley Ave,FS,Vanowen St,SWC,Lake Balboa,91406,34.1937,-118.4838
1,LA-2425,NB,Woodley Ave,FS,Victory Blvd,NEC,Lake Balboa,91406,34.187,-118.4835
1,LA-6877,SB,Woodman Ave,NS,Hart St,NWC,Van Nuys,91405,34.1978,-118.4314
1,LA-0597,NB,Woodman Ave,NS,Magnolia Blvd,SEC,Sherman Oaks,91423,34.1647,-118.4311
1,LA-0600,SB,Woodman Ave,FS,Oxnard St,SWC,Van Nuys,91401,34.1791,-118.4314
1,LA-0608,NB,Woodman Ave,FS,Valleyheart Dr,SEC,Sherman Oaks,91423,34.1543,-118.4311
1,LA-7454,EB,York Blvd,NS,N Ave 49,SWC,Highland Park,90042,34.1218,-118.2092
1,LA-4992,WB,York Blvd,NS,N Ave 54,NEC,Highland Park,90042,34.1201,-118.1989
1,LA-5005,EB,Yosemite Dr,FS,Townsend Ave,SEC,Eagle Rock,90041,34.1329,-118.2015
1,LA-4802,EB,Yucca St,NS,Vine St,SWC,Hollywood (CA),90028,34.1037,-118.327
